,tweets,timestamps
0,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-12-19 17:05:43+00:00
1,@kotori_mouchi @Dropppio @OriginalFunko @WAX_io This is just coopting the equally horrible and not an actually good… https://t.co/VIYSESrCic,2021-12-16 18:46:51+00:00
2,"@NFTscollector1 Just here to shill and show to you guys a very promising project, @PlayTimeRaiders! It is a fast-pa… https://t.co/kCdHacFNnx",2021-12-12 16:10:08+00:00
3,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-12-01 06:29:23+00:00
4,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-11-20 20:16:22+00:00
5,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-11-20 15:39:33+00:00
6,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-11-20 07:02:04+00:00
7,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-11-20 01:08:39+00:00
8,"RT @_Tom_Henderson_: World's First AAA Free-to-Play NFT FPS details: 

- Schedule for release in 2023
- Is a ""competitive"" FPS - But simila…",2021-11-20 01:05:27+00:00
