,tweets,timestamps
38,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:11:45+00:00
39,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:10:48+00:00
40,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:10:44+00:00
41,"@SheldonEvans @doodles #GriffinArt
Will be the star of 2022
Nft and Game, Game demo is live
Big exchanges coming so… https://t.co/a4wmDUBmr2",2021-12-17 17:10:42+00:00
42,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:10:39+00:00
43,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 17:10:10+00:00
44,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:09:42+00:00
45,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:08:48+00:00
46,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:08:19+00:00
47,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:07:49+00:00
48,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 17:07:33+00:00
49,RT @tropoFarmer: @AlexBromage veefriends the NFT is all about access and community. veefriends the IP is all about gary + team creating a u…,2021-12-17 17:07:23+00:00
50,"@SheldonEvans @doodles Cool santa🌟🌟🌟
New collection 🔥🔥🔥🔥🔥🔥
Whats a definition of a good Christmas gift in 2021? Christmas themed NFT ofc!",2021-12-17 17:07:13+00:00
51,@AlexBromage veefriends the NFT is all about access and community. veefriends the IP is all about gary + team creat… https://t.co/GjrFxCwCiI,2021-12-17 17:05:53+00:00
52,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 17:05:34+00:00
53,"@SheldonEvans @doodles Cool santa🌟🌟🌟
New collection 🔥🔥🔥🔥🔥🔥
Whats a definition of a good Christmas gift in 2021? Chr… https://t.co/9Zmy71S29B",2021-12-17 17:05:23+00:00
54,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:04:22+00:00
55,"RT @shan1024m: @doodles are taking #Christmas to the #moon 🎄🎅🚀🌔

Thanks a lot @uncoloreddoodle for this awesome edit 🤩

 #NewProfilePic #NF…",2021-12-17 17:03:33+00:00
56,"RT @NFT_Promoter_Br: ♦️ #NFTGiveaway ♦️
Give away 1 DOODLES #NFTs ~ 1 DAY
 (Worth 2.0 ETH / $8400 💸)

To enter: 
✅Follow me
✅RT &amp; ❤️
WINNER…",2021-12-17 17:03:24+00:00
57,"RT @nftmediuh: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing…",2021-12-17 17:03:12+00:00
58,"RT @NFTMovement: ✊🏻🚨BELUGA’s GIVEAWAY 🚨✊🏻

After his mad CLONE X @RTFKTstudios giveaway, he is giving a @doodles NFT now! 🤯

💰Floor price =…",2021-12-17 17:02:46+00:00
59,"RT @SuperlativeApes: We are super excited to announce our BIGGEST giveaway!!! 👀

We currently have less than 1300 mints remaining until we…",2021-12-17 17:02:36+00:00
60,"RT @nftmediuh: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing…",2021-12-17 17:02:27+00:00
61,Preach! This is definition of NFT wisdom…  !!!  Let’s evangelize to create smiles.  ❤️❤️ @doodles @ohhshiny… https://t.co/ZO4KiqHaXn,2021-12-17 17:01:49+00:00
62,"🚨24 hours: Top NFT Collections 

#AxieInfinity : $9.43M / 58,808 txn
#CloneX Murakami : $5.76M / 193 txn… https://t.co/7zPXUAiGqf",2021-12-17 17:00:25+00:00
63,"RT @hugo_eth: I have more NFTs than followers, so I will send this #DOODLES NFT to one random person, 3 ETH ($12500 at the time of writing)…",2021-12-17 17:00:10+00:00
64,"TOP 5 VOLUME 
BoredApeYachtClub @BoredApeYC - 1130.23 ETH 
Doodles @doodles - 1057.11 ETH 
The Sandbox Official Ope… https://t.co/Fs0HKQpF9b",2021-12-17 17:00:03+00:00
